Código da IES;Sigla da IES;Nome da IES;Categoria Administrativa;Organização Acadêmica;Situaçao da IES;Sinalização da IES;Código do Curso;Nome do Curso;Grau;Modalidade;Situação do Curso;Qt. Vagas Autorizadas;Carga Horária;Tipo de Periodicidade;Integralização - Turno Integral;Quantitativo de Vagas - Integral;Integralização - Turno Matutino;Quantitativo de Vagas - Matutino;Integralização - Turno Vespertino;Quantitativo de Vagas - Vespertino;Integralização - Turno Noturno;Quantitativo de Vagas - Noturno;Sinalização do Curso;Código do Endereço;Nome do Campus;Endereço;Número Endereço;Complemento;Bairro;Código do Município;Município;UF;Início Funcionamento;Data Ato de Criação;Valor CC;Ano CC;CPC Faixa;CPC Contínuo;CPC Ano; Valor IDD;IDD Ano;Valor ENADE;ENADE Ano;Código Rótulo CINE;Rótulo CINE;Código Área Detalhada CINE;Área Detalhada CINE;Código Área Específica CINE;Área Específica CINE;Código Área Geral CINE ; Área Geral CINE 
1658;UNIGRANDE;CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA;Privada com fins lucrativos;Centro Universitário;Ativa;;1676070;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;19000;3200;;;;;;;;;;;1143251;ITABAIANA I;RUA ANTONIO SANTANA;217;ITABAIANA I;SERRANO;000000002802908;Itabaiana;SE;03/02/2025;2024-06-07;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
221;UNICSUL;UNIVERSIDADE CRUZEIRO DO SUL;Privada com fins lucrativos;Universidade;Ativa;;1631857;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1159674;POLO SAO BERNARDO DO CAMPO_RUDGE RAMOS;VENIDA MINISTRO OSWALDO ARANHA;17;POLO SAO BERNARDO DO CAMPO_RUDGE RAMOS;Rudge Ramos;000000003548708;São Bernardo do Campo;SP;01/02/2023;2022-12-15;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1042;UP;UNIVERSIDADE POSITIVO;Privada com fins lucrativos;Universidade;Ativa;;1631994;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3600;;;;;;;;;;;1141574;POLO CAMPINA GRANDE DO SUL;RUA LEONARDO FRANCISCHELLI;70;POLO CAMPINA GRANDE DO SUL;JARDIM PAULISTA;000000004104006;Campina Grande do Sul;PR;01/02/2023;2022-12-14;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3649;UniCV;CENTRO UNIVERSITÁRIO CIDADE VERDE;Privada com fins lucrativos;Centro Universitário;Ativa;Adesão ao PROIES;1634706;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1133526;POLO - VALENÇA/RJ - CENTRO;Rua dos Mineiros;150;POLO - VALENÇA/RJ - CENTRO;Centro;000000003306107;Valença;RJ;06/04/2023;2023-03-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1159898;Polo de Apoio Presencial de Manhuaçu/MG;Rua Desembargador Alonso Starling;35 - 1º Andar;;Centro;000000003139409;Manhuaçu;MG;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
17854;UniFECAF;Centro Universitário UniFECAF;Privada com fins lucrativos;Centro Universitário;Ativa;;1659077;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;6500;3405;;;;;;;;;;;1176888;Polo BA - Feira de Santana (KALILÂNDIA) - 127;Rua Doutor Sabino Silva;517;;Centro;000000002910800;Feira de Santana;BA;08/10/2023;2023-10-02;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
2175;;Centro Universitário Uniasselvi de Blumenau;Privada com fins lucrativos;Centro Universitário;Ativa;;1660881;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;9999;3345;;;;;;;;;;;1144613;Polo de Apoio Presencial de Corrente/PI;R. do Ipiranga;S/N;Polo de Apoio Presencial de Corrente/PI;-;000000002202901;Corrente;PI;02/06/2025;2023-10-09;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
17854;UniFECAF;Centro Universitário UniFECAF;Privada com fins lucrativos;Centro Universitário;Ativa;;1659077;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;6500;3405;;;;;;;;;;;1172631;MG - Belo Horizonte (Jardim Guanabara);José Pinto de Moura;;MG - Belo Horizonte (Jardim Guanabara);Jardim Guanabara;000000003106200;Belo Horizonte;MG;08/10/2023;2023-10-02;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1175522;Polo de Apoio Presencial de Macapá/AP;Avenida José Tupinamba de Almeida;1325-A (Térreo);;Jesus de Nazaré;000000001600303;Macapá;AP;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1106637;Polo de Apoio Presencial de Itabirito/MG;Rua José Sans;16;;Centro;000000003131901;Itabirito;MG;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1174028;Polo de Apoio Presencial de Andradina/SP;Rua Gentil Storti;21;;Loteamento Alto dos Ypês;000000003502101;Andradina;SP;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1196;UNICESUMAR;UNIVERSIDADE CESUMAR;Privada com fins lucrativos;Universidade;Ativa;;1615723;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3434;;;;;;;;;;;1151011;POLO EAD UNICESUMAR SERPÉDICA - RJ;RUA VOLTA REDONDA;38;POLO EAD UNICESUMAR SERPÉDICA - RJ;Boa Esperança;000000003305554;Seropédica;RJ;27/02/2023;2022-10-13;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1097533;Polo de Apoio Presencial de Canoas/RS - Unidade 2;Rua Tiradentes;315;Polo de Apoio Presencial de Canoas/RS - Unidade 2;Centro;000000004304606;Canoas;RS;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1536;;Centro Universitário UNIFATEB;Privada com fins lucrativos;Centro Universitário;Ativa;;1676043;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;200;3200;;;;;;;;;;;658561;Carlos Hugo Wolff von Graffen;Avenida Marechal Floriano Peixoto;1181;;Alto das Oliveiras;000000004127106;Telêmaco Borba;PR;Não iniciado;2024-05-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
2835;UNINASSAU;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;Privada com fins lucrativos;Centro Universitário;Ativa;;1644161;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3200;;;;;;;;;;;659319;UNINASSAU - Sede;Rua Guilherme Pinto;114;UNINASSAU - Sede;Graças;000000002611606;Recife;PE;07/08/2023;2023-06-01;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
4751;UNIFATECIE;CENTRO UNIVERSITÁRIO UNIFATECIE;Privada com fins lucrativos;Centro Universitário;Ativa;;1575785;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;4000;3200;;;;;;;;;;;1120598;MEGA POLO JOÃO PESSOA - PB;Rua Quintino Bocaiúva;692;João Pessoa-PB;Centro;000000002507507;João Pessoa;PB;31/05/2021;2021-04-12;4;2024;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
14403;UNIPA;CENTRO UNIVERSITÁRIO DO PARANÁ;Privada com fins lucrativos;Centro Universitário;Ativa;Unificação de Mantidas;1660873;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;9999;3434;;;;;;;;;;;1162693;Santo André - SP;Coronel Alfredo Fláquer;87;Santo André - SP;Centro;000000003547809;Santo André;SP;02/06/2025;2023-10-09;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
2835;UNINASSAU;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;Privada com fins lucrativos;Centro Universitário;Ativa;;1644161;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3200;;;;;;;;;;;1165993;PR - CURITIBA (CIC);Pedro Gusso;3209;PR - CURITIBA (CIC);Cidade Industrial;000000004106902;Curitiba;PR;07/08/2023;2023-06-01;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3649;UniCV;CENTRO UNIVERSITÁRIO CIDADE VERDE;Privada com fins lucrativos;Centro Universitário;Ativa;Adesão ao PROIES;1634706;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1142080;POLO - IÚNA/ES - NITERÓI;Avenida Presidente Tancredo Neves;853;POLO - IÚNA/ES - NITERÓI;Niterói;000000003203007;Iúna;ES;06/04/2023;2023-03-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
14403;UNIPA;CENTRO UNIVERSITÁRIO DO PARANÁ;Privada com fins lucrativos;Centro Universitário;Ativa;Unificação de Mantidas;1660873;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;9999;3434;;;;;;;;;;;1166448;Campo Largo - PR;Padre Natal Pigatto;1250;Campo Largo - PR;Vila Elizabeth;000000004104204;Campo Largo;PR;02/06/2025;2023-10-09;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1124155;Polo de Apoio Presencial de Tramandaí/RS;Avenida Fernandes Bastos;338;Polo de Apoio Presencial de Tramandaí/RS;Centro;000000004321600;Tramandaí;RS;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1176393;Polo de Apoio Presencial de Ubatuba/SP;Rua Jordão Homem da Costa;413 - Sala 02;;Centro;000000003555406;Ubatuba;SP;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1174004;Polo de Apoio Presencial de Venturosa/PE;Rua Manoel Moreno;32 A;Polo de Apoio Presencial de Venturosa/PE;Centro;000000002616001;Venturosa;PE;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1129609;Polo de Apoio Presencial de Eunápolis/BA;Praça da Bandeira;130;Polo de Apoio Presencial de Eunápolis/BA;Centro;000000002910727;Eunápolis;BA;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
2835;UNINASSAU;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;Privada com fins lucrativos;Centro Universitário;Ativa;;1644161;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3200;;;;;;;;;;;1132199;RR - UNINASSAU (UNAMA BOA VISTA);Avenida Ville Roy;1544;;Ca?ari;000000001400100;Boa Vista;RR;07/08/2023;2023-06-01;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1172476;Polo de Apoio Presencial de Colares/PA;Travessa Nossa Senhora da Conceição;134;Polo de Apoio Presencial de Colares/PA;Bairro Centro;000000001502608;Colares;PA;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1174067;Polo de Apoio Presencial de Rio de Janeiro/RJ - Unidade 3;Avenida Rio Branco;173 - Sala 204 ;;Centro;000000003304557;Rio de Janeiro;RJ;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1157898;Polo de Apoio Presencial de São Francisco do Sul/SC;Rua Marcilio Dias;637;;Centro;000000004216206;São Francisco do Sul;SC;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1135347;Polo de Apoio Presencial de São Paulo/SP - Unidade 7;Avenida Paes de Barros;612;;Mooca;000000003550308;São Paulo;SP;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1196;UNICESUMAR;UNIVERSIDADE CESUMAR;Privada com fins lucrativos;Universidade;Ativa;;1615723;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3434;;;;;;;;;;;1174846;POLO EAD UNICESUMAR SÃO CAETANO DO SUL - SP;Rua Tiradentes;141;;Santa Paula;000000003548807;São Caetano do Sul;SP;27/02/2023;2022-10-13;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
17854;UniFECAF;Centro Universitário UniFECAF;Privada com fins lucrativos;Centro Universitário;Ativa;;1659077;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;6500;3405;;;;;;;;;;;1147030;POLO JARDIM CAMPUS ELÍSIUS;Avenida Tancredo Neves de Almeida;1734;POLO JARDIM CAMPUS ELÍSIUS;Jardim Peri;000000003550308;São Paulo;SP;08/10/2023;2023-10-02;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1196;UNICESUMAR;UNIVERSIDADE CESUMAR;Privada com fins lucrativos;Universidade;Ativa;;1615723;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3434;;;;;;;;;;;1134123;POLO EAD UNICESUMAR OSVALDO CRUZ - SP;RUA RODOLFO ZAROS, 355, CENTRO;355;;CENTRO;000000003534609;Osvaldo Cruz;SP;27/02/2023;2022-10-13;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3649;UniCV;CENTRO UNIVERSITÁRIO CIDADE VERDE;Privada com fins lucrativos;Centro Universitário;Ativa;Adesão ao PROIES;1634706;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1156602;POLO - SÃO PAULO/SP - GUAIANASES;Rua João dos Reis;269;POLO - SÃO PAULO/SP - GUAIANASES;Guaianases;000000003550308;São Paulo;SP;06/04/2023;2023-03-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1160156;Polo de Apoio Presencial de Araxá/MG;Rua Presidente Olegário Maciel;111;;Centro;000000003104007;Araxá;MG;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1205;UNIFAEL;CENTRO UNIVERSITÁRIO FAEL;Privada com fins lucrativos;Centro Universitário;Ativa;;1644154;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3200;;;;;;;;;;;1115188;BA - Lauro de Freitas - Polo EaD;Rua Vera Cristina C Cruz;122;;Portão;000000002919207;Lauro de Freitas;BA;Não iniciado;2023-06-01;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
2835;UNINASSAU;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;Privada com fins lucrativos;Centro Universitário;Ativa;;1644161;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3200;;;;;;;;;;;1075346;Polo Arapiraca I;Rua Dom Felício Vasconcelos;320;Polo Arapiraca I;Capiatã;000000002700300;Arapiraca;AL;07/08/2023;2023-06-01;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1658;UNIGRANDE;CENTRO UNIVERSITÁRIO DA GRANDE FORTALEZA;Privada com fins lucrativos;Centro Universitário;Ativa;;1676070;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;19000;3200;;;;;;;;;;;1177234;LINS I;Tiradentes;1350;;Jardim Campestre;000000003527108;Lins;SP;03/02/2025;2024-06-07;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
3649;UniCV;CENTRO UNIVERSITÁRIO CIDADE VERDE;Privada com fins lucrativos;Centro Universitário;Ativa;Adesão ao PROIES;1634706;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;1000;3600;;;;;;;;;;;1125666;POLO - TERRA ROXA/PR - CENTRO;Rua Parigot de Souza;81;POLO - TERRA ROXA/PR - CENTRO;Centro;000000004127403;Terra Roxa;PR;06/04/2023;2023-03-27;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1205;UNIFAEL;CENTRO UNIVERSITÁRIO FAEL;Privada com fins lucrativos;Centro Universitário;Ativa;;1644154;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3200;;;;;;;;;;;1162968;CE - QUIXADÁ (CENTRO);Rua Oscar Barbosa;376;CE - QUIXADÁ (CENTRO);Centro;000000002311306;Quixadá;CE;Não iniciado;2023-06-01;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
17854;UniFECAF;Centro Universitário UniFECAF;Privada com fins lucrativos;Centro Universitário;Ativa;;1659077;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;6500;3405;;;;;;;;;;;1147170;POLO SANTA ROSA;Rua Caxias;425;POLO SANTA ROSA;Centro;000000004317202;Santa Rosa;RS;08/10/2023;2023-10-02;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
2625;UFBRA;CENTRO UNIVERSITÁRIO UFBRA;Privada com fins lucrativos;Centro Universitário;Ativa;;1631959;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3340;;;;;;;;;;;1179385;Polo Passo Fundo - Annes;R. Dona Eliza;130;;Annes;000000004314100;Passo Fundo;RS;26/03/2023;2023-02-10;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
4751;UNIFATECIE;CENTRO UNIVERSITÁRIO UNIFATECIE;Privada com fins lucrativos;Centro Universitário;Ativa;;1575785;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;4000;3200;;;;;;;;;;;1130744;MEGA POLO VITÓRIA - ES;Avenida Jerônimo Monteiro;126;VITÓRIA - ES;Centro;000000003205309;Vitória;ES;31/05/2021;2021-04-12;4;2024;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1153072;Polo de Apoio Presencial de Brasília/DF - Unidade 3;Quadra 202, Conjunto 08 e 13, 2° Andar;;;Setor Residencial Oeste (São Sebastião);000000005300108;Brasília;DF;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1196;UNICESUMAR;UNIVERSIDADE CESUMAR;Privada com fins lucrativos;Universidade;Ativa;;1615723;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3434;;;;;;;;;;;1128894;POLO EAD UNICESUMAR BRASILÂNDIA DE MINAS - MG;RUA JOÃO ALVES, 819, PLANALTO;819;POLO EAD UNICESUMAR BRASILÂNDIA DE MINAS - MG;PLANALTO;000000003108552;Brasilândia de Minas;MG;27/02/2023;2022-10-13;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1430;UNINGÁ;CENTRO UNIVERSITÁRIO INGÁ;Privada com fins lucrativos;Centro Universitário;Ativa;;1442123;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;500;3850;;;;;;;;;;;1097370;CAMPO MOURÃO;Rua Santa Catarina;2222;CAMPO MOURÃO;Centro;000000004104303;Campo Mourão;PR;15/10/2018;2018-04-02;4;2024;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1083928;Polo de Apoio Presencial de Santo Estêvão/BA;Rua Marechal Floriano Peixoto;100;Polo de Apoio Presencial de Santo Estêvão/BA;Centro;000000002928802;Santo Estêvão;BA;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1155794;Polo de Apoio Presencial de Santos/SP;Avenida Conselheiro Nébias;532 ;;Encruzilhada;000000003548500;Santos;SP;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
1472;UNIASSELVI;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;Privada com fins lucrativos;Centro Universitário;Ativa;;1607811;TERAPIA OCUPACIONAL;Bacharelado;Educação a Distância;Em atividade;10000;3345;;;;;;;;;;;1094762;Polo de Apoio Presencial de Peixoto de Azevedo/MT;Avenida Lyons Internacional;S/N;;Nova Esperança;000000005106422;Peixoto de Azevedo;MT;09/08/2022;2022-04-25;;;;;;;;;;0915T01;Terapia ocupacional;0915;Promoção, prevenção, terapia e reabilitação;091;Saúde;09;Saúde e bem-estar;
